行数	预测值			真实值
321	{'记得', '矫情', '深夜'}		{'戚哥', '终于', '戚薇'}
322	王菲			王菲
322	{'属于', '王菲', '名字'}		{'王菲', '生日快乐'}
323	转发			不是
323	{'转发', '抽奖', '想'}		{'每', '不是', '一个'}
324	遇难者			马航
324	{'马方', '遇难者', '默哀'}		{'马航', '飞机', '失事'}
325	干净			张艺兴
325	{'出门', '干净', '宝贝儿'}		{'张艺兴'}
326	嫁			周迅
326	{'叻', '大婚', '嫁'}		{'周迅', '大婚'}
327	本届			世界杯
327	{'本届', '世界杯', '正经'}		{'世界杯'}
328	生			大
328	{'生', '女儿', '三个'}		{'大', '生女', 's'}
329	傻			王思聪体
329	{'不在乎', '交朋友', '傻'}		{'王思聪体'}
330	演			帮
330	{'演', '喜欢', '最早'}		{'帮', '徐怀钰', '上'}
331	拿下			李娜
331	{'李娜', '七', '拿下'}		{'李娜', '冲冠', '澳网'}
332	赵薇			赵薇
332	{'凤凰', '赵薇', '娱乐'}		{'赵薇', '生日快乐', '312'}
333	验证			一见
333	{'成功', '终于', '验证'}		{'钟情', '一见', '不'}
334	以来			来自星星的你
334	{'开播', '以来', '开心'}		{'来自星星的你', '16'}
335	3d			巴黎
335	{'镁', '3d', '身穿'}		{'巴黎', '时装周', '新浪'}
336	从此			三月
336	{'从此', '说', '三月'}		{'出', '暮雪滚', '三月'}
337	年华			跟着
337	{'最美', '年华', '遇到'}		{'做', '鹿晗', '跟着'}
338	网站			马航
338	{'2', '网站', '报道'}		{'马航', '飞机', '失事'}
339	抽奖			湖南卫视
339	{'恭喜', '抽奖', '出炉'}		{'湖南卫视', '春晚'}
340	发言人			马航
340	{'19', '新闻', '发言人'}		{'马航', '飞机', '失联'}
341	却			没有
341	{'众生', '男人', '却'}		{'没有', '南派', '三叔'}
342	满			陈学冬
342	{'截图', '满', '屏幕'}		{'不再', '见', '陈学冬'}
343	实力			湖南卫视
343	{'才气', '帅气', '实力'}		{'湖南卫视', '春晚'}
344	提出			十二道
344	{'提出', '面对', '问题'}		{'十二道', '锋味'}
345	一名			美女
345	{'伴随', '一名', '出名'}		{'学霸', '美女', '黄雨桐'}
346	相遇			林允儿
346	{'一发', '林允儿', '相遇'}		{'林允儿'}
347	叫兽			袁姗姗
347	{'叫兽', '糟蹋', '拜托'}		{'袁姗姗', '都敏俊', '在'}
348	主演			周一
348	{'路上', '电影', '主演'}		{'见', '周一'}
349	ceo			冰桶挑战
349	{'中国', 'ceo', '完成'}		{'冰桶挑战'}
350	海域			马航
350	{'海域', '相关', '出现'}		{'马航', '失联', '客机'}
351	正版			正版
351	{'手机', '中午', '正版'}		{'郑爽', '正版', '守护'}
352	爱上你			甜心
352	{'爱上你', '逗比', '第一眼'}		{'甜心', '比', '小逗'}
353	压岁钱			腊八
353	{'注', '100w', '压岁钱'}		{'年货', '抢', '腊八'}
354	的			李小璐
354	{'知音', '的', '心弦'}		{'李小璐', '心语', '晚安'}
355	春晚			李敏镐
355	{'春晚', '玩', '今晚'}		{'李敏镐'}
356	曹格			爸爸去哪儿
356	{'高兴', '星期五', '曹格'}		{'爸爸去哪儿'}
357	电视剧			一
357	{'电视剧', '派', '二分之一'}		{'又', '一', '二分之一'}
358	杜汶泽			人间
358	{'杜汶泽', '份', '出演'}		{'小', '人间', '团圆'}
359	检查			茶叶蛋
359	{'检查', 'via', '晕'}		{'茶叶蛋'}
360	不想			吴镇宇
360	{'不想', '做', '再'}		{'吴镇宇', '费曼'}
361	查			让
361	{'今天', '查', '昨天'}		{'前任攻略', '排片', '让'}
362	变形			变形
362	{'湖南卫视', '计', '变形'}		{'计', '变形'}
363	榜			周一
363	{'话题', '榜', '的'}		{'见', '周一'}
364	收视率			来自星星的你
364	{'公司', '方面', '收视率'}		{'来自星星的你', '时代', '感激'}
365	赔偿			马航
365	{'事故', '航空', '赔偿'}		{'马航', '飞机', '失事'}
366	亲们			让
366	{'飞到', '快', '亲们'}		{'飞', '红包', '让'}
367	2013			310
367	{'写给', '2013', '送给'}		{'310', '李宇春', '生日快乐'}
368	指挥			马航
368	{'越南', '指挥', '中心'}		{'马航', '飞机', '失联'}
369	的			花儿与少年
369	{'问礼', '笨拙', '的'}		{'花儿与少年', '了', '我来'}
370	届			韩庚
370	{'世界', '届', '22'}		{'韩庚'}
371	张艺兴			张艺兴
371	{'一路', '张艺兴', '醉醉'}		{'张艺兴'}
372	sw			利特
372	{'名字', 'sw', '一名'}		{'坚强', '请', '利特'}
373	姑凉			世界杯
373	{'姑凉', 'ping', '青儿'}		{'世界杯'}
374	总结			朴有天
374	{'收图', '总结', '刷屏'}		{'快乐大本营', '朴有天'}
375	拍照			拍照
375	{'很火', '星星', '拍照'}		{'拼', '星星', '拍照'}
376	第二天			华晨宇
376	{'画', '完', '第二天'}		{'0207', '华晨宇', '生日快乐'}
377	感动			舌尖上的中国
377	{'死', '感动', 'damndocumentary'}		{'第二季', '舌尖上的中国'}
378	近日			bnt
378	{'预告', '近日', '公开'}		{'扑通', '新闻', 'bnt'}
379	亮			鹿晗
379	{'灯牌', '一刹那', '亮'}		{'0420', '鹿晗', '生日快乐'}
380	1930			爱情公寓
380	{'1314', '预告', '1930'}		{'爱情公寓', '4'}
381	行且			黄奕
381	{'妈蛋', '行且', '珍惜'}		{'黄奕', '被', '曝'}
382	坑			王思聪体
382	{'不在乎', '坑', 'lol'}		{'王思聪体'}
383	22			祈福
383	{'报道', '分', '22'}		{'马航', '爱心', '祈福'}
384	吴亦凡			加油
384	{'喜欢', '吴亦凡', '五颜六色'}		{'加油', '吴亦凡'}
385	经历			鹿晗
385	{'经历', '不同', '一生'}		{'鹿晗'}
386	公映			爸爸去哪儿
386	{'看来', '公映', '爸爸去哪儿'}		{'我', '爸爸去哪儿', '就是'}
387	一首歌			时间煮雨
387	{'一首歌', '今晚', '吴亦凡'}		{'时间煮雨', '吴亦凡'}
388	第四次			exo
388	{'上瘾', '破表', '第四次'}		{'exo'}
389	花			被
389	{'进', '大师', '花'}		{'耍', '被', '徐峥'}
390	qq			轻松
390	{'qq', '蠢', '智商'}		{'轻松', '一刻'}
391	小彩旗			小彩旗
391	{'春晚', '小彩旗'}		{'歇会儿', '小彩旗', '你'}
392	封面			言承旭
392	{'出版', '封面', '即将'}		{'三世', '言承旭', '鲁邦'}
393	奇怪			马航
393	{'奇怪', '突然', '感觉'}		{'马航', '飞机', '失联'}
394	弗			北京
394	{'弗', '式', 'h9'}		{'北京', '车展'}
395	翻拍			李敏
395	{'翻拍', 'fr', '20140131'}		{'镐', '李敏'}
396	台词			郑秀晶
396	{'要说', '台词', '结尾'}		{'郑秀晶'}
397	鹿哥			鹿晗
397	{'鹿哥', '一路', '三个'}		{'0420', '鹿晗', '生日快乐'}
398	清华			清华
398	{'快', '感觉', '清华'}		{'李润东', '校草', '清华'}
399	元宵			exo
399	{'元宵', '会大', '喜乐'}		{'exo'}
400	研究			小雨
400	{'僧', '芝麻', '研究'}		{'淅淅', '小雨'}
401	记起			帮
401	{'分飞', '记起', '的'}		{'帮', '徐怀钰', '上'}
402	好好			心疼
402	{'好好', '节目', '希望'}		{'心疼', '黄多多'}
403	蜈蚣			两只
403	{'帮', '蜈蚣', '先生'}		{'谈恋爱', '蜈蚣', '两只'}
404	杰伦			周杰伦
404	{'杰伦', '太酷', '太爱'}		{'世界', '魔天伦', '周杰伦'}
405	直播			马航
405	{'央视', '正在', '直播'}		{'马航', '飞机', '失联'}
406	小时代			星座
406	{'期待', '小时代', '星座'}		{'星座', '小时代'}
407	下午			马航
407	{'紧急', '下午', '李克强'}		{'马航', '飞机', '失联'}
408	首歌			我是歌手
408	{'笔笔', '周笔畅', '首歌'}		{'我是歌手', '电视', '超级'}
409	最强大脑			最强大脑
409	{'最强大脑', '久等', '正式'}		{'最强大脑'}
410	辣			把
410	{'辣', '三岁', '费曼'}		{'姐姐', '把', '煮'}
411	女神			林心如
411	{'女神', '世界', '的'}		{'林心如', '0127', '生日快乐'}
412	不会			拒绝
412	{'谢娜', '直', '不会'}		{'拿', '谢娜', '拒绝'}
413	yif			春晚
413	{'紧张', '明显', 'yif'}		{'春晚', '吐槽'}
414	2000			周笔畅
414	{'2000', '我是歌手', '首播'}		{'我是歌手', '周笔畅'}
415	森碟			cindy
415	{'森碟', '的', '小伙伴'}		{'好想你', 'cindy', '我们'}
416	汪峰			周一
416	{'汪峰', '昨晚', '周一'}		{'见', '周一'}
417	祝贺			如果
417	{'祝贺', '收视', '我爱你'}		{'如果', '我爱你'}
418	谢娜			刘烨
418	{'理解', '婚礼', '谢娜'}		{'刘烨', '谈', '昔日'}
419	2p			跟着
419	{'2p', '有鹿', '一站'}		{'做', '鹿晗', '跟着'}
420	鬼鬼			深圳
420	{'吴映洁', '鬼鬼', '预告'}		{'合租', '记', '深圳'}
421	9			马航
421	{'9', '日', '马来西亚'}		{'马航', '飞机', '失联'}
422	人气			心疼
422	{'小野', '人气', 'vskimi'}		{'心疼', '岳父'}
423	出于			请
423	{'出于', '越亮', '目的'}		{'张杰', '尊重', '请'}
424	自保			房祖名
424	{'供', '房祖名', '自保'}		{'吸毒', '房祖名', '被'}
425	选择			王俊凯
425	{'选择', '条路', '必须'}		{'王俊凯'}
426	有种			古剑奇谭
426	{'有种', '扬眉吐气', '预感'}		{'古剑奇谭'}
427	走向			2014
427	{'电视剧', '走向', '如今'}		{'2014', '第一', '狗血'}
428	坐在			吴世勋
428	{'慵懒', '坐在', '好乖'}		{'吴世勋'}
429	拍戏			李易峰
429	{'俩', '拍戏', '间隙'}		{'李易峰', '生日快乐', '0504'}
430	爸爸去哪儿			爸爸去哪儿
430	{'完', '回来', '爸爸去哪儿'}		{'爸爸去哪儿'}
431	小哇			全民
431	{'杭州', '小哇', '现身'}		{'全民', '爆料'}
432	之前			为
432	{'听', '之前', '同学'}		{'为', '说', '柯震东'}
433	国考			2014
433	{'很多', '童鞋', '国考'}		{'成绩', '2014', '国考'}
434	大宝			北影
434	{'哥', '大宝', '赵'}		{'门卫', '北影', '赵'}
435	rp			钟汉良
435	{'rp', '更待何时', '求'}		{'钟汉良'}
436	下去			贝儿
436	{'事情', '不好', '下去'}		{'哭', '贝儿', '不'}
437	二十三			小年
437	{'北方', '腊月', '二十三'}		{'小年'}
438	粗卡			宋智孝
438	{'智孝', '欧尼', '粗卡'}		{'宋智孝', '0815', '生日快乐'}
439	汽车			北京
439	{'汽车', '美好', '未来'}		{'北京', '车展'}
440	小学			帮
440	{'时超', '小学', '鲤鱼'}		{'帮', '徐怀钰', '上'}
441	柯震东			柯震东
441	{'渣', '男', '柯震东'}		{'你', '不是', '柯震东'}
442	团圆			人间
442	{'团圆', '全民', '人间'}		{'小', '人间', '团圆'}
443	鹿晗			0420
443	{'鹿晗', '有鹿', '一站'}		{'0420', '鹿晗', '生日快乐'}
444	砍			怀化
444	{'应该', '神经病', '砍'}		{'怀化', '砍', '火车站'}
445	太久			帮
445	{'经历', '沉淀', '太久'}		{'帮', '徐怀钰', '上'}
446	骂			闾丘露
446	{'骂', '闾', '大家'}		{'闾丘露', '滚出', '薇'}
447	卫星			马航
447	{'提供', '国', '卫星'}		{'马航', '飞机', '失联'}
448	流星			祝
448	{'流星', '面前', '出现'}		{'祝', '822', '郑爽'}
449	确定			我是歌手
449	{'jason', '确定', '歌手'}		{'张杰', '我是歌手'}
450	吖			阻止
450	{'真系', '吖', '唔'}		{'来', '阻止', '杜汶泽'}
451	明胶			人民日报
451	{'央视', '调查', '明胶'}		{'人民日报', '一起', '315'}
452	西班牙			西班牙
452	{'世界杯', '中以', '西班牙'}		{'加油', '西班牙'}
453	马来			马航
453	{'马来', '政府', '媒体'}		{'马航', '飞机', '失联'}
454	crlogo			全球
454	{'一脸', '帅', 'crlogo'}		{'全球', '大', '帅哥'}
455	机			tfboys
455	{'机', '家教', '步步高'}		{'首', '代言', 'tfboys'}
456	官员			马航
456	{'表示', '今日', '官员'}		{'马航', '失联', '航班'}
457	跳			胡歌
457	{'跳', '一月', '八号'}		{'去', '抢婚', '胡歌'}
458	记者			祈福
458	{'报', '河南省', '记者'}		{'马航', '祈福'}
459	sb			台独
459	{'sb', '杜汶泽', '台湾'}		{'台独', '明星', '滚'}
460	鹿哥			重返
460	{'鹿哥', '期', '演戏'}		{'重返', '岁', '20'}
461	学校			渤海
461	{'学校', '发', '当初'}		{'大学', '渤海', '万人'}
462	明明			愚人节
462	{'告诉', '明明', '开玩笑'}		{'快乐', '愚人节'}
463	快乐			谢娜
463	{'家族', '快乐', '中'}		{'谢娜', '生日快乐'}
464	夫妇			我们
464	{'夫妇', '中字', '超清'}		{'了', '结婚', '我们'}
465	舞姿			朴有天
465	{'短短', '舞姿', '依然'}		{'广州', '见面会', '朴有天'}
466	一位			马航
466	{'调查', '一位', '参与'}		{'马航', '飞机', '失联'}
467	广告			爸爸去哪儿
467	{'广告', '吴镇宇', '伊利'}		{'爸爸去哪儿'}
468	品味			米歇尔
468	{'第一夫人', '品味', '时尚'}		{'访华', '米歇尔'}
469	高			十月
469	{'高', '之前', '呼声'}		{'十月', '电视剧', '围城'}
470	照顾			我是歌手
470	{'早点', '照顾', '休息'}		{'张杰', '我是歌手'}
471	泰国			马航
471	{'泰国', '发表', '空军'}		{'马航', '失联', '班机'}
472	韩网			来自星星的你
472	{'饭', '韩网', '1pf'}		{'来自星星的你'}
473	盒饭			灿盛
473	{'组组长', '盒饭', '明天'}		{'灿盛', '加油', '柳岩'}
474	随机			马航
474	{'前方', '随机', '人员'}		{'马航', '飞机', '失联'}
475	最新			周笔畅
475	{'笔笔', 'and', '最新'}		{'巴黎', '周笔畅', '时装周'}
476	剪			一
476	{'剪', '的', '当然'}		{'又', '一', '二分之一'}
477	泰版			泰版
477	{'泰版', '李海娜', 'aomsusharmanaying'}		{'泰版', '浪漫满屋'}
478	小心			一直
478	{'上次', '发', '小心'}		{'一直', '一起', '在'}
479	首发			安徽
479	{'漫画', '勤奋努力', '首发'}		{'爱情公寓', '卫视', '安徽'}
480	陪			柯震东
480	{'陪', '中', '雨'}		{'生日快乐', '柯震东'}
481	接受			冰桶挑战
481	{'冰桶挑战', '接受', '邀请'}		{'冰桶挑战'}
482	目前为止			李敏镐
482	{'目前为止', '图能', '机场'}		{'李敏镐', '生日快乐', '622'}
483	回事			台湾
483	{'我现', '回事', '再问'}		{'台湾', '反服贸'}
484	单身			晶茜
484	{'懂', '狗', '单身'}		{'晶茜'}
485	越来越			宋茜
485	{'越来越', '姐姐', '媒体'}		{'宋茜'}
486	内涵			陈道明
486	{'人要', '内涵', '陈道明'}		{'画', '随手', '陈道明'}
487	头条			刘谦
487	{'帮', '话题', '头条'}		{'刘谦', 'xyif'}
488	眼			最强大脑
488	{'亲自', '眼', '一次'}		{'最强大脑'}
489	每天			言承旭
489	{'快', '每天', '真'}		{'言承旭'}
490	开播			早安
490	{'开播', '今晚', '2'}		{'早安'}
491	导演			人间
491	{'导演', '五年', '香港'}		{'小', '人间', '团圆'}
492	火车站			兰州
492	{'砖头', '之多', '火车站'}		{'砖头', '火车站', '兰州'}
493	以后			娜娜
493	{'不再', '以后', '变'}		{'生快', '娜娜'}
494	李小鹏			爸爸
494	{'daddy', '吴尊', '李小鹏'}		{'了', '回来', '爸爸'}
495	家属			马航
495	{'回应', '安抚', '家属'}		{'马航', '失联', '航班'}
496	丰富			古巨基
496	{'丰富', '内心', '很'}		{'公布', '婚讯', '古巨基'}
497	金秀贤			来自星星的你
497	{'出演', '来自星星的你', '金秀贤'}		{'来自星星的你'}
498	回			唐嫣
498	{'回', '咖啡', '低调'}		{'唐嫣'}
499	爆			宋茜
499	{'第十', 'redlight', '爆'}		{'危险', '宋茜', '信号'}
500	汤唯			汤唯
500	{'晚秋', '影片', '汤唯'}		{'公布', '婚讯', '汤唯'}
501	二十三			小年
501	{'腊月', '二十四', '二十三'}		{'到', '小年'}
502	巴厘岛			杨幂
502	{'巴厘岛', '刘恺威', '杨幂'}		{'刘恺威', '结婚', '杨幂'}
503	大使			马航
503	{'大使', '驻马', '黄惠康'}		{'马航', '飞机', '失联'}
504	恒泰			宫锁
504	{'连城', '恒泰', '关进'}		{'宫锁', '连城'}
505	圆满结束			不
505	{'圆满结束', '号', '29'}		{'一样', '的', '不'}
506	中心			新片
506	{'爱', '导演', '中心'}		{'新片', '前瞻'}
507	位			百年
507	{'看来', '位', '1'}		{'新娘', '百年', '的'}
508	刷			金俊秀
508	{'话题', '刷', '1'}		{'金俊秀', '2014', '春季'}
509	渐渐			晚安
509	{'消逝', '美好', '渐渐'}		{'晚安'}
510	有意思			张碧晨
510	{'女', '有意思', '真'}		{'撒谎', '张碧晨'}
511	关爱			冰桶挑战
511	{'关爱', '病', '罕见'}		{'冰桶挑战'}
512	男子			突发
512	{'进', '男子', '刚才'}		{'突发'}
513	王思聪体			王思聪体
513	{'昨晚', '王思聪体', '发'}		{'王思聪体'}
514	世界			鹿晗
514	{'上', '世界', '最'}		{'0420', '鹿晗', '生日快乐'}
515	明天			周一
515	{'起来', '明天', '愚人节'}		{'见', '周一'}
516	夏季			roommate
516	{'华丽', '聚会', '夏季'}		{'roommate'}
517	汤唯			金像奖
517	{'影帝', '影后', '汤唯'}		{'金像奖'}
518	麻麻			灿白
518	{'麻麻', '擦', '棉袄'}		{'灿白'}
519	号			钟汉良
519	{'18', '希望', '号'}		{'钟汉良'}
520	攒			古剑奇谭
520	{'rp', '主要', '攒'}		{'古剑奇谭'}
521	全世界			0420
521	{'少年', '好看', '全世界'}		{'0420', '鹿晗', '生日快乐'}
522	锅贴			舌尖上的中国
522	{'牛肉', '锅贴', '回锅肉'}		{'2', '舌尖上的中国'}
523	适合			红豆
523	{'适合', '手机', '铃声'}		{'柳重言', '作曲', '红豆'}
524	接受			美拍
524	{'拍', 'mv', '接受'}		{'美拍'}
525	纽约			超级
525	{'鉴定', '疯', '纽约'}		{'超级', '碗'}
526	安全局			马航
526	{'公布', '安全局', '海事'}		{'马航', '飞机', '失事'}
527	嘿嘿			最萌
527	{'小鸟依人', '嘿嘿', '不带'}		{'差', '最萌', '身高'}
528	王源			王源
528	{'王源', '宝贝', 'tfboys'}		{'王源'}
529	党			胡歌
529	{'党', '应该', '不是'}		{'去', '抢婚', '胡歌'}
530	任务			贝儿
530	{'出', '费曼', '任务'}		{'feynman', '贝儿'}
531	生日会			88
531	{'不了', '生日会', '佟丽娅'}		{'佟丽娅', '88', '生日快乐'}
532	贱人			姚笛
532	{'不要脸', '贱人', '姚笛'}		{'出', '滚', '姚笛'}
533	地震			马航
533	{'汶川', '地震', '日本'}		{'马航', '飞机', '失联'}
534	时间			允在
534	{'爱情', '时间', '的'}		{'允在', '庚澈'}
535	拍摄			来自星星的你
535	{'拍摄', '一大早', '出来'}		{'来自星星的你'}
536	华晨宇			花儿与少年
536	{'yu', '华晨宇', '有种'}		{'花儿与少年', '了', '我来'}
537	创作			红豆
537	{'柳重言', '创作', '能力'}		{'柳重言', '作曲', '红豆'}
538	妳			鬼鬼
538	{'吴映洁', '妳', '鬼鬼'}		{'吴映洁', '鬼鬼'}
539	十三年			言承旭
539	{'十三年', '前', '追'}		{'言承旭'}
540	青奥			2014
540	{'燃起', '青奥', '金陵'}		{'青奥会', '2014', '南京'}
541	xd			陈伟霆
541	{'xd', '真的', '很'}		{'陈伟霆'}
542	18			马航
542	{'18', '方面', '马航'}		{'马航', '飞机', '失联'}
543	这歌			老子
543	{'搞', '这歌', '确实'}		{'老子', '明天', '不'}
544	自制			华晨宇
544	{'自制', '火星人', '汇总'}		{'0207', '华晨宇', '生日快乐'}
545	美食			十二道
545	{'需要', '美食', '出炉'}		{'十二道', '锋味'}
546	袭			马航
546	{'四月', '袭', '春风'}		{'马航', '飞机', '失联'}
547	以来			花儿与少年
547	{'一路', '以来', '第一集'}		{'花儿与少年'}
548	横幅			鹿晗
548	{'横幅', '好多', '鹿家'}		{'鹿晗'}
549	出轨			出轨
549	{'出轨', '哗众取宠', '假'}		{'出轨', '96', '小时'}
550	地方			蓝可儿
550	{'wifi', '晚上', '地方'}		{'蓝可儿', '行为'}
